chr	pos	pool	founder	freq
chr2L	10149998	B.C	B6	0.1966
chr2L	10149998	B.C	B7	0.0809
chr2L	10169998	B.C	AB8	0.0308
chr2L	10169998	B.C	B1	0.1579
chr2L	10169998	B.C	B2	0.0215
chr2L	10169998	B.C	B3	0.4692
chr2L	10169998	B.C	B4	0.0188
chr2L	10169998	B.C	B5	0.0188
chr2L	10169998	B.C	B6	0.1997
chr2L	10169998	B.C	B7	0.0832
chr2L	10189998	B.C	AB8	0.0279
chr2L	10189998	B.C	B1	0.1619
chr2L	10189998	B.C	B2	0.0208
chr2L	10189998	B.C	B3	0.4587
chr2L	10189998	B.C	B4	0.0203
chr2L	10189998	B.C	B5	0.0182
chr2L	10189998	B.C	B6	0.2046
chr2L	10189998	B.C	B7	0.0876
chr2L	10209998	B.C	AB8	0.0277
chr2L	10209998	B.C	B1	0.1658
chr2L	10209998	B.C	B2	0.0196
chr2L	10209998	B.C	B3	0.4553
chr2L	10209998	B.C	B4	0.0207
chr2L	10209998	B.C	B5	0.0162
chr2L	10209998	B.C	B6	0.2066
chr2L	10209998	B.C	B7	0.0881
chr2L	10229998	B.C	AB8	0.0253
chr2L	10229998	B.C	B1	0.1705
chr2L	10229998	B.C	B2	0.0165
chr2L	10229998	B.C	B3	0.4479
chr2L	10229998	B.C	B4	0.0193
chr2L	10229998	B.C	B5	0.0148
chr2L	10229998	B.C	B6	0.2131
chr2L	10229998	B.C	B7	0.0925
chr2L	10249998	B.C	AB8	0.0256
chr2L	10249998	B.C	B1	0.1729
chr2L	10249998	B.C	B2	0.0164
chr2L	10249998	B.C	B3	0.4446
chr2L	10249998	B.C	B4	0.0195
chr2L	10249998	B.C	B5	0.0135
chr2L	10249998	B.C	B6	0.2146
chr2L	10249998	B.C	B7	0.093
chr2L	10269998	B.C	AB8	0.0255
chr2L	10269998	B.C	B1	0.1745
chr2L	10269998	B.C	B2	0.0185
chr2L	10269998	B.C	B3	0.4373
chr2L	10269998	B.C	B4	0.021
chr2L	10269998	B.C	B5	0.0148
chr2L	10269998	B.C	B6	0.2161
chr2L	10269998	B.C	B7	0.0924
chr2L	10289998	B.C	AB8	0.0264
chr2L	10289998	B.C	B1	0.1774
chr2L	10289998	B.C	B2	0.019
chr2L	10289998	B.C	B3	0.4305
chr2L	10289998	B.C	B4	0.02
chr2L	10289998	B.C	B5	0.014
chr2L	10289998	B.C	B6	0.2193
chr2L	10289998	B.C	B7	0.0936
chr2L	10309998	B.C	AB8	0.0262
chr2L	10309998	B.C	B1	0.1793
chr2L	10309998	B.C	B2	0.0197
chr2L	10309998	B.C	B3	0.4258
chr2L	10309998	B.C	B4	0.0201
chr2L	10309998	B.C	B5	0.0142
chr2L	10309998	B.C	B6	0.2212
chr2L	10309998	B.C	B7	0.0936
chr2L	10329998	B.C	AB8	0.0265
chr2L	10329998	B.C	B1	0.1821
chr2L	10329998	B.C	B2	0.0193
chr2L	10329998	B.C	B3	0.4189
chr2L	10329998	B.C	B4	0.0203
chr2L	10329998	B.C	B5	0.0135
chr2L	10329998	B.C	B6	0.2241
chr2L	10329998	B.C	B7	0.0954
chr2L	10349998	B.C	AB8	0.0266
chr2L	10349998	B.C	B1	0.1859
chr2L	10349998	B.C	B2	0.0182
chr2L	10349998	B.C	B3	0.4104
chr2L	10349998	B.C	B4	0.0227
chr2L	10349998	B.C	B5	0.0128
chr2L	10349998	B.C	B6	0.2285
chr2L	10349998	B.C	B7	0.0949
chr2L	10369998	B.C	AB8	0.0245
chr2L	10369998	B.C	B1	0.1908
chr2L	10369998	B.C	B2	0.0169
chr2L	10369998	B.C	B3	0.4021
chr2L	10369998	B.C	B4	0.0215
chr2L	10369998	B.C	B5	0.013
chr2L	10369998	B.C	B6	0.2344
chr2L	10369998	B.C	B7	0.0967
chr2L	10389998	B.C	AB8	0.025
chr2L	10389998	B.C	B1	0.1965
chr2L	10389998	B.C	B2	0.0159
chr2L	10389998	B.C	B3	0.3952
chr2L	10389998	B.C	B4	0.0213
chr2L	10389998	B.C	B5	0.0132
chr2L	10389998	B.C	B6	0.2362
chr2L	10389998	B.C	B7	0.0967
chr2L	10409998	B.C	AB8	0.0252
chr2L	10409998	B.C	B1	0.1992
chr2L	10409998	B.C	B2	0.0154
chr2L	10409998	B.C	B3	0.3881
chr2L	10409998	B.C	B4	0.0212
chr2L	10409998	B.C	B5	0.0142
chr2L	10409998	B.C	B6	0.2396
chr2L	10409998	B.C	B7	0.097
chr2L	10429998	B.C	AB8	0.0227
chr2L	10429998	B.C	B1	0.2049
chr2L	10429998	B.C	B2	0.0155
chr2L	10429998	B.C	B3	0.3803
chr2L	10429998	B.C	B4	0.0203
chr2L	10429998	B.C	B5	0.0141
chr2L	10429998	B.C	B6	0.2431
chr2L	10429998	B.C	B7	0.0991
chr2L	10449998	B.C	AB8	0.0234
chr2L	10449998	B.C	B1	0.2089
chr2L	10449998	B.C	B2	0.0161
chr2L	10449998	B.C	B3	0.3754
chr2L	10449998	B.C	B4	0.019
chr2L	10449998	B.C	B5	0.0143
chr2L	10449998	B.C	B6	0.2428
chr2L	10449998	B.C	B7	0.1001
chr2L	10469998	B.C	AB8	0.0222
chr2L	10469998	B.C	B1	0.2127
chr2L	10469998	B.C	B2	0.0167
chr2L	10469998	B.C	B3	0.3715
chr2L	10469998	B.C	B4	0.019
chr2L	10469998	B.C	B5	0.0141
chr2L	10469998	B.C	B6	0.2437
chr2L	10469998	B.C	B7	0.1001
chr2L	10489998	B.C	AB8	0.0213
chr2L	10489998	B.C	B1	0.2167
chr2L	10489998	B.C	B2	0.0166
chr2L	10489998	B.C	B3	0.3664
chr2L	10489998	B.C	B4	0.0201
chr2L	10489998	B.C	B5	0.0143
chr2L	10489998	B.C	B6	0.2444
chr2L	10489998	B.C	B7	0.1003
chr2L	10509998	B.C	AB8	0.0219
chr2L	10509998	B.C	B1	0.2201
chr2L	10509998	B.C	B2	0.0158
chr2L	10509998	B.C	B3	0.3593
chr2L	10509998	B.C	B4	0.0219
chr2L	10509998	B.C	B5	0.0137
chr2L	10509998	B.C	B6	0.247
chr2L	10509998	B.C	B7	0.1003
chr2L	10529998	B.C	AB8	0.023
chr2L	10529998	B.C	B1	0.2217
chr2L	10529998	B.C	B2	0.015
chr2L	10529998	B.C	B3	0.3523
chr2L	10529998	B.C	B4	0.0212
chr2L	10529998	B.C	B5	0.015
chr2L	10529998	B.C	B6	0.2499
chr2L	10529998	B.C	B7	0.1018
chr2L	10549998	B.C	AB8	0.0228
chr2L	10549998	B.C	B1	0.2246
chr2L	10549998	B.C	B2	0.0139
chr2L	10549998	B.C	B3	0.3468
chr2L	10549998	B.C	B4	0.0217
chr2L	10549998	B.C	B5	0.0152
chr2L	10549998	B.C	B6	0.2524
chr2L	10549998	B.C	B7	0.1027
chr2L	10569998	B.C	AB8	0.0216
chr2L	10569998	B.C	B1	0.2267
chr2L	10569998	B.C	B2	0.0129
chr2L	10569998	B.C	B3	0.3417
chr2L	10569998	B.C	B4	0.0218
chr2L	10569998	B.C	B5	0.0165
chr2L	10569998	B.C	B6	0.2561
chr2L	10569998	B.C	B7	0.1027
chr2L	10589998	B.C	AB8	0.0204
chr2L	10589998	B.C	B1	0.2255
chr2L	10589998	B.C	B2	0.0136
chr2L	10589998	B.C	B3	0.3359
chr2L	10589998	B.C	B4	0.0213
chr2L	10589998	B.C	B5	0.0162
chr2L	10589998	B.C	B6	0.263
chr2L	10589998	B.C	B7	0.104
chr2L	10609998	B.C	AB8	0.021
chr2L	10609998	B.C	B1	0.2262
chr2L	10609998	B.C	B2	0.0138
chr2L	10609998	B.C	B3	0.3302
chr2L	10609998	B.C	B4	0.0217
chr2L	10609998	B.C	B5	0.0165
chr2L	10609998	B.C	B6	0.2657
chr2L	10609998	B.C	B7	0.105
chr2L	10629998	B.C	AB8	0.0169
chr2L	10629998	B.C	B1	0.2268
chr2L	10629998	B.C	B2	0.0132
chr2L	10629998	B.C	B3	0.3253
chr2L	10629998	B.C	B4	0.0221
chr2L	10629998	B.C	B5	0.016
chr2L	10629998	B.C	B6	0.2711
chr2L	10629998	B.C	B7	0.1085
chr2L	10649998	B.C	AB8	0.0145
chr2L	10649998	B.C	B1	0.229
chr2L	10649998	B.C	B2	0.0114
chr2L	10649998	B.C	B3	0.3195
chr2L	10649998	B.C	B4	0.0223
chr2L	10649998	B.C	B5	0.0163
chr2L	10649998	B.C	B6	0.2786
chr2L	10649998	B.C	B7	0.1084
chr2L	10669998	B.C	AB8	0.0124
chr2L	10669998	B.C	B1	0.2295
chr2L	10669998	B.C	B2	0.0091
chr2L	10669998	B.C	B3	0.3134
chr2L	10669998	B.C	B4	0.0231
chr2L	10669998	B.C	B5	0.0197
chr2L	10669998	B.C	B6	0.2847
chr2L	10669998	B.C	B7	0.1082
chr2L	10689998	B.C	AB8	0.0081
chr2L	10689998	B.C	B1	0.2311
chr2L	10689998	B.C	B2	0.0074
chr2L	10689998	B.C	B3	0.3071
chr2L	10689998	B.C	B4	0.0225
chr2L	10689998	B.C	B5	0.0213
chr2L	10689998	B.C	B6	0.2926
chr2L	10689998	B.C	B7	0.1098
chr2L	10709998	B.C	AB8	0.0038
chr2L	10709998	B.C	B1	0.2335
chr2L	10709998	B.C	B2	0.008
chr2L	10709998	B.C	B3	0.3014
chr2L	10709998	B.C	B4	0.0223
chr2L	10709998	B.C	B5	0.022
chr2L	10709998	B.C	B6	0.2985
chr2L	10709998	B.C	B7	0.1105
chr2L	10729998	B.C	AB8	3e-04
chr2L	10729998	B.C	B1	0.2346
chr2L	10729998	B.C	B2	0.0093
chr2L	10729998	B.C	B3	0.2946
chr2L	10729998	B.C	B4	0.0235
chr2L	10729998	B.C	B5	0.0218
chr2L	10729998	B.C	B6	0.3044
chr2L	10729998	B.C	B7	0.1114
chr2L	10749998	B.C	AB8	3e-04
chr2L	10749998	B.C	B1	0.2343
chr2L	10749998	B.C	B2	0.0088
chr2L	10749998	B.C	B3	0.2923
chr2L	10749998	B.C	B4	0.0226
chr2L	10749998	B.C	B5	0.0205
chr2L	10749998	B.C	B6	0.3102
chr2L	10749998	B.C	B7	0.1111
chr2L	10769998	B.C	AB8	3e-04
chr2L	10769998	B.C	B1	0.2341
chr2L	10769998	B.C	B2	0.0075
chr2L	10769998	B.C	B3	0.2896
chr2L	10769998	B.C	B4	0.0222
chr2L	10769998	B.C	B5	0.0189
chr2L	10769998	B.C	B6	0.3158
chr2L	10769998	B.C	B7	0.1115
chr2L	10789998	B.C	AB8	3e-04
chr2L	10789998	B.C	B1	0.2335
chr2L	10789998	B.C	B2	0.0073
chr2L	10789998	B.C	B3	0.2868
chr2L	10789998	B.C	B4	0.0208
chr2L	10789998	B.C	B5	0.0183
chr2L	10789998	B.C	B6	0.3198
chr2L	10789998	B.C	B7	0.1133
chr2L	10809998	B.C	AB8	3e-04
chr2L	10809998	B.C	B1	0.2331
chr2L	10809998	B.C	B2	0.0058
chr2L	10809998	B.C	B3	0.283
chr2L	10809998	B.C	B4	0.0205
chr2L	10809998	B.C	B5	0.0181
chr2L	10809998	B.C	B6	0.3273
chr2L	10809998	B.C	B7	0.1119
chr2L	10829998	B.C	AB8	3e-04
chr2L	10829998	B.C	B1	0.2313
chr2L	10829998	B.C	B2	0.0082
chr2L	10829998	B.C	B3	0.2768
chr2L	10829998	B.C	B4	0.019
chr2L	10829998	B.C	B5	0.0181
chr2L	10829998	B.C	B6	0.3327
chr2L	10829998	B.C	B7	0.1136
chr2L	10849998	B.C	AB8	4e-04
chr2L	10849998	B.C	B1	0.2309
chr2L	10849998	B.C	B2	0.0087
chr2L	10849998	B.C	B3	0.2735
chr2L	10849998	B.C	B4	0.0179
chr2L	10849998	B.C	B5	0.0178
chr2L	10849998	B.C	B6	0.3375
chr2L	10849998	B.C	B7	0.1133
chr2L	10869998	B.C	AB8	0.0026
chr2L	10869998	B.C	B1	0.2312
chr2L	10869998	B.C	B2	0.0087
chr2L	10869998	B.C	B3	0.2701
chr2L	10869998	B.C	B4	0.0152
chr2L	10869998	B.C	B5	0.0162
chr2L	10869998	B.C	B6	0.3428
chr2L	10869998	B.C	B7	0.1131
chr2L	10889998	B.C	AB8	0.0033
chr2L	10889998	B.C	B1	0.2298
chr2L	10889998	B.C	B2	0.0086
chr2L	10889998	B.C	B3	0.2663
chr2L	10889998	B.C	B4	0.014
chr2L	10889998	B.C	B5	0.0142
chr2L	10889998	B.C	B6	0.35
chr2L	10889998	B.C	B7	0.1139
chr2L	10909998	B.C	AB8	0.0032
chr2L	10909998	B.C	B1	0.2289
chr2L	10909998	B.C	B2	0.0071
chr2L	10909998	B.C	B3	0.264
chr2L	10909998	B.C	B4	0.0137
chr2L	10909998	B.C	B5	0.014
chr2L	10909998	B.C	B6	0.3555
chr2L	10909998	B.C	B7	0.1136
chr2L	10929998	B.C	AB8	0.0034
chr2L	10929998	B.C	B1	0.226
chr2L	10929998	B.C	B2	0.0067
chr2L	10929998	B.C	B3	0.2615
chr2L	10929998	B.C	B4	0.0127
chr2L	10929998	B.C	B5	0.0137
chr2L	10929998	B.C	B6	0.3632
chr2L	10929998	B.C	B7	0.1129
chr2L	10949998	B.C	AB8	0.0018
chr2L	10949998	B.C	B1	0.2238
chr2L	10949998	B.C	B2	0.0072
chr2L	10949998	B.C	B3	0.2599
chr2L	10949998	B.C	B4	0.0132
chr2L	10949998	B.C	B5	0.014
chr2L	10949998	B.C	B6	0.3671
chr2L	10949998	B.C	B7	0.113
chr2L	10969998	B.C	AB8	4e-04
chr2L	10969998	B.C	B1	0.2212
chr2L	10969998	B.C	B2	0.0069
chr2L	10969998	B.C	B3	0.258
chr2L	10969998	B.C	B4	0.0143
chr2L	10969998	B.C	B5	0.0118
chr2L	10969998	B.C	B6	0.374
chr2L	10969998	B.C	B7	0.1134
chr2L	10989998	B.C	AB8	8e-04
chr2L	10989998	B.C	B1	0.2196
chr2L	10989998	B.C	B2	0.0081
chr2L	10989998	B.C	B3	0.2552
chr2L	10989998	B.C	B4	0.0138
chr2L	10989998	B.C	B5	0.011
chr2L	10989998	B.C	B6	0.3775
chr2L	10989998	B.C	B7	0.1139
chr2L	11009998	B.C	AB8	6e-04
chr2L	11009998	B.C	B1	0.2186
chr2L	11009998	B.C	B2	0.0076
chr2L	11009998	B.C	B3	0.2547
chr2L	11009998	B.C	B4	0.0129
chr2L	11009998	B.C	B5	0.0093
chr2L	11009998	B.C	B6	0.382
chr2L	11009998	B.C	B7	0.1143
chr2L	11029998	B.C	AB8	3e-04
chr2L	11029998	B.C	B1	0.2172
chr2L	11029998	B.C	B2	0.008
chr2L	11029998	B.C	B3	0.2541
chr2L	11029998	B.C	B4	0.0125
chr2L	11029998	B.C	B5	0.0083
chr2L	11029998	B.C	B6	0.3855
chr2L	11029998	B.C	B7	0.114
chr2L	11049998	B.C	AB8	3e-04
chr2L	11049998	B.C	B1	0.2163
chr2L	11049998	B.C	B2	0.0082
chr2L	11049998	B.C	B3	0.2518
chr2L	11049998	B.C	B4	0.0117
chr2L	11049998	B.C	B5	0.0082
chr2L	11049998	B.C	B6	0.3893
chr2L	11049998	B.C	B7	0.1141
chr2L	11069998	B.C	AB8	0.0011
chr2L	11069998	B.C	B1	0.2146
chr2L	11069998	B.C	B2	0.0087
chr2L	11069998	B.C	B3	0.2513
chr2L	11069998	B.C	B4	0.0106
chr2L	11069998	B.C	B5	0.0071
chr2L	11069998	B.C	B6	0.3923
chr2L	11069998	B.C	B7	0.1141
chr2L	11089998	B.C	AB8	0.001
chr2L	11089998	B.C	B1	0.2136
chr2L	11089998	B.C	B2	0.0093
chr2L	11089998	B.C	B3	0.2502
chr2L	11089998	B.C	B4	0.011
chr2L	11089998	B.C	B5	0.0054
chr2L	11089998	B.C	B6	0.3955
chr2L	11089998	B.C	B7	0.114
chr2L	11109998	B.C	AB8	3e-04
chr2L	11109998	B.C	B1	0.2128
chr2L	11109998	B.C	B2	0.0096
chr2L	11109998	B.C	B3	0.2501
chr2L	11109998	B.C	B4	0.0106
chr2L	11109998	B.C	B5	0.005
chr2L	11109998	B.C	B6	0.398
chr2L	11109998	B.C	B7	0.1136
chr2L	11129998	B.C	AB8	3e-04
chr2L	11129998	B.C	B1	0.211
chr2L	11129998	B.C	B2	0.0102
chr2L	11129998	B.C	B3	0.2497
chr2L	11129998	B.C	B4	0.011
chr2L	11129998	B.C	B5	0.003
chr2L	11129998	B.C	B6	0.4011
chr2L	11129998	B.C	B7	0.1136
chr2L	11149998	B.C	AB8	3e-04
chr2L	11149998	B.C	B1	0.211
chr2L	11149998	B.C	B2	0.0105
chr2L	11149998	B.C	B3	0.2475
chr2L	11149998	B.C	B4	0.0109
chr2L	11149998	B.C	B5	0.0029
chr2L	11149998	B.C	B6	0.403
chr2L	11149998	B.C	B7	0.1139
chr2L	11169998	B.C	AB8	3e-04
chr2L	11169998	B.C	B1	0.2101
chr2L	11169998	B.C	B2	0.0137
chr2L	11169998	B.C	B3	0.246
chr2L	11169998	B.C	B4	0.0105
chr2L	11169998	B.C	B5	0.0041
chr2L	11169998	B.C	B6	0.4007
chr2L	11169998	B.C	B7	0.1147
chr2L	11189998	B.C	AB8	3e-04
chr2L	11189998	B.C	B1	0.2095
chr2L	11189998	B.C	B2	0.0163
chr2L	11189998	B.C	B3	0.2451
chr2L	11189998	B.C	B4	0.0106
chr2L	11189998	B.C	B5	0.0049
chr2L	11189998	B.C	B6	0.3993
chr2L	11189998	B.C	B7	0.1139
chr2L	11209998	B.C	AB8	3e-04
chr2L	11209998	B.C	B1	0.209
chr2L	11209998	B.C	B2	0.0182
chr2L	11209998	B.C	B3	0.245
chr2L	11209998	B.C	B4	0.0107
chr2L	11209998	B.C	B5	0.0057
chr2L	11209998	B.C	B6	0.3984
chr2L	11209998	B.C	B7	0.1127
chr2L	11229998	B.C	AB8	3e-04
chr2L	11229998	B.C	B1	0.2074
chr2L	11229998	B.C	B2	0.0191
chr2L	11229998	B.C	B3	0.2444
chr2L	11229998	B.C	B4	0.0113
chr2L	11229998	B.C	B5	0.0058
chr2L	11229998	B.C	B6	0.3994
chr2L	11229998	B.C	B7	0.1124
chr2L	11249998	B.C	AB8	3e-04
chr2L	11249998	B.C	B1	0.2061
chr2L	11249998	B.C	B2	0.0217
chr2L	11249998	B.C	B3	0.2445
chr2L	11249998	B.C	B4	0.0107
chr2L	11249998	B.C	B5	0.0064
chr2L	11249998	B.C	B6	0.3983
chr2L	11249998	B.C	B7	0.112
chr2L	11269998	B.C	AB8	3e-04
chr2L	11269998	B.C	B1	0.2053
chr2L	11269998	B.C	B2	0.0235
chr2L	11269998	B.C	B3	0.2437
chr2L	11269998	B.C	B4	0.0109
chr2L	11269998	B.C	B5	0.0061
chr2L	11269998	B.C	B6	0.3978
chr2L	11269998	B.C	B7	0.1123
chr2L	11289998	B.C	AB8	3e-04
chr2L	11289998	B.C	B1	0.2043
chr2L	11289998	B.C	B2	0.0255
chr2L	11289998	B.C	B3	0.2432
chr2L	11289998	B.C	B4	0.0098
chr2L	11289998	B.C	B5	0.0069
chr2L	11289998	B.C	B6	0.398
chr2L	11289998	B.C	B7	0.1119
chr2L	11309998	B.C	AB8	3e-04
chr2L	11309998	B.C	B1	0.2029
chr2L	11309998	B.C	B2	0.0279
chr2L	11309998	B.C	B3	0.2433
chr2L	11309998	B.C	B4	0.0093
chr2L	11309998	B.C	B5	0.0072
chr2L	11309998	B.C	B6	0.3973
chr2L	11309998	B.C	B7	0.1118
chr2L	11329998	B.C	AB8	3e-04
chr2L	11329998	B.C	B1	0.2013
chr2L	11329998	B.C	B2	0.0307
chr2L	11329998	B.C	B3	0.2433
chr2L	11329998	B.C	B4	0.0082
chr2L	11329998	B.C	B5	0.0064
chr2L	11329998	B.C	B6	0.3976
chr2L	11329998	B.C	B7	0.112
chr2L	11349998	B.C	AB8	3e-04
chr2L	11349998	B.C	B1	0.1983
chr2L	11349998	B.C	B2	0.0342
chr2L	11349998	B.C	B3	0.243
chr2L	11349998	B.C	B4	0.0069
chr2L	11349998	B.C	B5	0.0089
chr2L	11349998	B.C	B6	0.3959
chr2L	11349998	B.C	B7	0.1125
chr2L	11369998	B.C	AB8	3e-04
chr2L	11369998	B.C	B1	0.193
chr2L	11369998	B.C	B2	0.0381
chr2L	11369998	B.C	B3	0.2441
chr2L	11369998	B.C	B4	0.0074
chr2L	11369998	B.C	B5	0.0109
chr2L	11369998	B.C	B6	0.393
chr2L	11369998	B.C	B7	0.1133
chr2L	11389998	B.C	AB8	0.001
chr2L	11389998	B.C	B1	0.1876
chr2L	11389998	B.C	B2	0.045
chr2L	11389998	B.C	B3	0.2448
chr2L	11389998	B.C	B4	0.0072
chr2L	11389998	B.C	B5	0.0127
chr2L	11389998	B.C	B6	0.3894
chr2L	11389998	B.C	B7	0.1122
chr2L	11409998	B.C	AB8	9e-04
chr2L	11409998	B.C	B1	0.1851
chr2L	11409998	B.C	B2	0.0486
chr2L	11409998	B.C	B3	0.2457
chr2L	11409998	B.C	B4	0.007
chr2L	11409998	B.C	B5	0.012
chr2L	11409998	B.C	B6	0.3882
chr2L	11409998	B.C	B7	0.1126
chr2L	11429998	B.C	AB8	0.0013
chr2L	11429998	B.C	B1	0.1815
chr2L	11429998	B.C	B2	0.0522
chr2L	11429998	B.C	B3	0.2469
chr2L	11429998	B.C	B4	0.0069
chr2L	11429998	B.C	B5	0.0126
chr2L	11429998	B.C	B6	0.3864
chr2L	11429998	B.C	B7	0.1123
chr2L	11449998	B.C	AB8	9e-04
chr2L	11449998	B.C	B1	0.1782
chr2L	11449998	B.C	B2	0.056
chr2L	11449998	B.C	B3	0.2464
chr2L	11449998	B.C	B4	0.0082
chr2L	11449998	B.C	B5	0.0122
chr2L	11449998	B.C	B6	0.3845
chr2L	11449998	B.C	B7	0.1135
chr2L	11469998	B.C	AB8	6e-04
chr2L	11469998	B.C	B1	0.176
chr2L	11469998	B.C	B2	0.0579
chr2L	11469998	B.C	B3	0.2462
chr2L	11469998	B.C	B4	0.0088
chr2L	11469998	B.C	B5	0.0125
chr2L	11469998	B.C	B6	0.3842
chr2L	11469998	B.C	B7	0.1139
chr2L	11489998	B.C	AB8	0.001
chr2L	11489998	B.C	B1	0.1733
chr2L	11489998	B.C	B2	0.0617
chr2L	11489998	B.C	B3	0.2479
chr2L	11489998	B.C	B4	0.0079
chr2L	11489998	B.C	B5	0.0132
chr2L	11489998	B.C	B6	0.3831
chr2L	11489998	B.C	B7	0.1119
chr2L	11509998	B.C	AB8	0.0012
chr2L	11509998	B.C	B1	0.1723
chr2L	11509998	B.C	B2	0.063
chr2L	11509998	B.C	B3	0.2484
chr2L	11509998	B.C	B4	0.0071
chr2L	11509998	B.C	B5	0.0133
chr2L	11509998	B.C	B6	0.3829
chr2L	11509998	B.C	B7	0.1119
chr2L	11529998	B.C	AB8	0.001
chr2L	11529998	B.C	B1	0.171
chr2L	11529998	B.C	B2	0.0653
chr2L	11529998	B.C	B3	0.2483
chr2L	11529998	B.C	B4	0.0073
chr2L	11529998	B.C	B5	0.0129
chr2L	11529998	B.C	B6	0.3827
chr2L	11529998	B.C	B7	0.1114
chr2L	11549998	B.C	AB8	0.0012
chr2L	11549998	B.C	B1	0.1694
chr2L	11549998	B.C	B2	0.0668
chr2L	11549998	B.C	B3	0.2489
chr2L	11549998	B.C	B4	0.0075
chr2L	11549998	B.C	B5	0.0135
chr2L	11549998	B.C	B6	0.3826
chr2L	11549998	B.C	B7	0.1101
chr2L	11569998	B.C	AB8	0.001
chr2L	11569998	B.C	B1	0.1679
chr2L	11569998	B.C	B2	0.0699
chr2L	11569998	B.C	B3	0.2491
chr2L	11569998	B.C	B4	0.0074
chr2L	11569998	B.C	B5	0.0129
chr2L	11569998	B.C	B6	0.3823
chr2L	11569998	B.C	B7	0.1095
chr2L	11589998	B.C	AB8	0.001
chr2L	11589998	B.C	B1	0.1678
chr2L	11589998	B.C	B2	0.0729
chr2L	11589998	B.C	B3	0.2495
chr2L	11589998	B.C	B4	0.0077
chr2L	11589998	B.C	B5	0.0123
chr2L	11589998	B.C	B6	0.38
chr2L	11589998	B.C	B7	0.1087
chr2L	11609998	B.C	AB8	5e-04
chr2L	11609998	B.C	B1	0.1665
chr2L	11609998	B.C	B2	0.0758
chr2L	11609998	B.C	B3	0.2491
chr2L	11609998	B.C	B4	0.0069
chr2L	11609998	B.C	B5	0.0127
chr2L	11609998	B.C	B6	0.381
chr2L	11609998	B.C	B7	0.1075
chr2L	11629998	B.C	AB8	5e-04
chr2L	11629998	B.C	B1	0.1657
chr2L	11629998	B.C	B2	0.0789
chr2L	11629998	B.C	B3	0.2488
chr2L	11629998	B.C	B4	0.0068
chr2L	11629998	B.C	B5	0.0135
chr2L	11629998	B.C	B6	0.3799
chr2L	11629998	B.C	B7	0.1059
chr2L	11649998	B.C	AB8	0.0015
chr2L	11649998	B.C	B1	0.1647
chr2L	11649998	B.C	B2	0.0825
chr2L	11649998	B.C	B3	0.2494
chr2L	11649998	B.C	B4	0.0066
chr2L	11649998	B.C	B5	0.0139
chr2L	11649998	B.C	B6	0.3767
chr2L	11649998	B.C	B7	0.1047
chr2L	11669998	B.C	AB8	0.0019
chr2L	11669998	B.C	B1	0.1644
chr2L	11669998	B.C	B2	0.0874
chr2L	11669998	B.C	B3	0.2508
chr2L	11669998	B.C	B4	0.0054
chr2L	11669998	B.C	B5	0.0134
chr2L	11669998	B.C	B6	0.3731
chr2L	11669998	B.C	B7	0.1036
chr2L	11689998	B.C	AB8	0.0019
chr2L	11689998	B.C	B1	0.1634
chr2L	11689998	B.C	B2	0.0931
chr2L	11689998	B.C	B3	0.2505
chr2L	11689998	B.C	B4	0.0049
chr2L	11689998	B.C	B5	0.0134
chr2L	11689998	B.C	B6	0.3695
chr2L	11689998	B.C	B7	0.1033
chr2L	11709998	B.C	AB8	0.0021
chr2L	11709998	B.C	B1	0.1617
chr2L	11709998	B.C	B2	0.0976
chr2L	11709998	B.C	B3	0.2502
chr2L	11709998	B.C	B4	0.0045
chr2L	11709998	B.C	B5	0.0126
chr2L	11709998	B.C	B6	0.3668
chr2L	11709998	B.C	B7	0.1045
chr2L	11729998	B.C	AB8	0.0031
chr2L	11729998	B.C	B1	0.1606
chr2L	11729998	B.C	B2	0.1012
chr2L	11729998	B.C	B3	0.2501
chr2L	11729998	B.C	B4	0.004
chr2L	11729998	B.C	B5	0.0122
chr2L	11729998	B.C	B6	0.3648
chr2L	11729998	B.C	B7	0.104
chr2L	11749998	B.C	AB8	0.0035
chr2L	11749998	B.C	B1	0.1591
chr2L	11749998	B.C	B2	0.1045
chr2L	11749998	B.C	B3	0.2498
chr2L	11749998	B.C	B4	0.0039
chr2L	11749998	B.C	B5	0.0128
chr2L	11749998	B.C	B6	0.3627
chr2L	11749998	B.C	B7	0.1037
chr2L	11769998	B.C	AB8	0.0038
chr2L	11769998	B.C	B1	0.1592
chr2L	11769998	B.C	B2	0.1063
chr2L	11769998	B.C	B3	0.2493
chr2L	11769998	B.C	B4	0.0041
chr2L	11769998	B.C	B5	0.0128
chr2L	11769998	B.C	B6	0.3619
chr2L	11769998	B.C	B7	0.1025
chr2L	11789998	B.C	AB8	0.003
chr2L	11789998	B.C	B1	0.1584
chr2L	11789998	B.C	B2	0.11
chr2L	11789998	B.C	B3	0.2498
chr2L	11789998	B.C	B4	0.0038
chr2L	11789998	B.C	B5	0.013
chr2L	11789998	B.C	B6	0.3607
chr2L	11789998	B.C	B7	0.1011
chr2L	11809998	B.C	AB8	0.0027
chr2L	11809998	B.C	B1	0.1571
chr2L	11809998	B.C	B2	0.1153
chr2L	11809998	B.C	B3	0.2503
chr2L	11809998	B.C	B4	0.0036
chr2L	11809998	B.C	B5	0.0128
chr2L	11809998	B.C	B6	0.3581
